Question,Answer,Link
Does the ring protect against STDs?,"Nope. The birth control ring is really good at preventing pregnancy, but it won’t protect you from sexually transmitted infections.

Luckily, using condoms every time you have sex really lowers the chance of getting or spreading STDs. Condoms also protect against pregnancy — so using condoms and the ring together gives you awesome pregnancy-preventing power.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
How effective is the birth control ring?,"If you use it perfectly, the ring is 99% effective. But people aren’t perfect and it can be easy to make a mistake — so in reality the ring is about 93% effective. That means about 7 out of 100 ring users get pregnant each year.

The better you are about putting the ring in your vagina on schedule, the better it will work. But there’s a very small chance that you could still get pregnant, even if you always use the ring correctly.

If you want a method that’s even better at preventing pregnancy and more convenient, check out IUDs and the implant. They’re the best at preventing pregnancy and the easiest to use, since you don’t have to remember to do anything for it to work. But if you decide the ring is right for you, make sure you always stay on schedule so it works as well as possible. 
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
What makes the ring less effective?,"The main thing that makes the ring not work is not using it correctly.

That means you’re more likely to get pregnant if:

You don’t put your ring in on time every cycle. 

Your NuvaRing ring is out of your vagina for more than 2 days (48 hours) in a row during the weeks when your ring should be in your vagina.

Your Annovera ring is out of your vagina for more than 2 hours at a time, or at different times that add up to more than 2 hours total during the 21 days you’re supposed to have it in.

These medicines or supplements can also make NuvaRing and Annovera not work as well:

• The antibiotics Rifampin, Rifampicin, and Rifamate (other antibiotics don’t make the ring less effective)

• The antifungal Griseofulvin (other antifungals don’t make the ring less effective)

• Certain HIV medicines

• Certain anti-seizure medicines (these are sometimes also used to treat psychiatric disorders like bipolar disorder)

• The herb St. John’s Wort

If you take any of these while you’re on the ring, use condoms as a backup method. Switch to a different type of birth control if you’ll be taking them for a long time.

Your nurse or doctor can help you decide if there’s any reason the birth control ring won’t work well for you.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
How long does it take the birth control ring to work?,"If you start using the ring during the first 5 days of your period, it will start working right away and you won’t need backup birth control. For example, if you get your period Monday morning, you can start using the ring anytime until Saturday morning and be protected from pregnancy right away.

If you start using the ring at any other time in your menstrual cycle, it will take 7 days to protect you from pregnancy. Use another method of birth control — like a condom — if you have vaginal sex during your first week on the ring.

Starting the ring after using emergency contraception:

If you start using the birth control ring after taking any emergency contraception pill — like Plan B or ella — use a backup birth control method (like condoms) for 7 days.

If you recently took the ella emergency contraception pill, don’t start using your birth control ring until it’s been 6 days or more since you had unprotected sex.

If you took a levonorgestrel emergency contraception pill (like Plan B or other over-the-counter brands), you can start using the ring right away.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
What are the side effects of the birth control ring?,"The birth control ring may cause side effects for some people, but they usually go away after a few months. And some birth control ring side effects are positive.

What are some Annovera or NuvaRing side effects that could happen?
The hormones in NuvaRing and Annovera birth control rings may cause side effects in some people. But this doesn’t happen to everyone — many people use the ring with no problems. 

After starting the ring, some people may have: 

Headaches 

Nausea

Sore breasts

Changes in your periods (early, late, or stopping altogether while on the ring)

Spotting (light bleeding or brown discharge)

More vaginal wetness

The good news is that these side effects usually go away in 2-3 months. So if you just started using the ring and you have side effects that bother you, try to stick it out and give your body a chance to adjust to the hormones. 

Birth control shouldn’t make you feel sick or uncomfortable. If you still don’t like the way the ring makes you feel after a few months, talk with your nurse or doctor. They may suggest a different birth control method. Some people try a few different types of birth control before finding the right one for them. 

And remember: if you stop using the ring and don’t use another birth control method, you’ll be at risk for pregnancy right away.

The hormones in the ring and other types of birth control have been around for decades, and millions of people have used them safely. Birth control ring side effects aren’t dangerous (though there are some possible risks, like with any medicine). You can always call a nurse or doctor, like the staff at your local Planned Parenthood health center, if you have any concerns while using the ring. And you can keep track of any potential side effects with our birth control app.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
Are any birth control ring side effects positive?,"Side effects aren’t always a bad thing — many people use the ring because some of the side effects can be really helpful. For example, the hormones in the ring can help with painful, heavy, or irregular periods. The ring may ease cramps and PMS, and it will usually make your period lighter and more regular. You can even use NuvaRing to safely skip your period. 

The changes in your periods while on the ring can sometimes make people worry about being pregnant. But the chance of pregnancy is very low as long as you’re using the ring correctly. If you’re worried, you can always take a pregnancy test to be sure.

The birth control ring can also help prevent acne, iron deficiency (anemia), bone thinning, cysts in your breasts and ovaries, and certain cancers.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
"If I go off the birth control ring, what side effects could I have?","Any time there’s a change in your hormones — like when you go on or off hormonal birth control such as the ring — there’s a chance of temporary side effects. But they usually go away after a few months.

When you go off the ring, your body will eventually return to the way it was before you went on it. So if the ring made your periods lighter, your periods will probably get heavier once you stop using it. It can also take a few months for your period to go back to the cycle you had before you started using the ring. And if the ring helped clear up your skin, your acne may come back after you go off the ring.

But everyone’s body is different, and our bodies also change over time. For example: you’re less likely to have acne after puberty, so if you started using the ring in your teens but stop using it in your 20s, you may have naturally grown out of your acne by then. 

Another important thing to note: you can get pregnant right away once you stop using the ring (even if your periods aren’t regular). So if you’re going off the ring but you don’t want to get pregnant, make sure to use another birth control method.

There’s no way to know exactly how your body will react to going off the ring, but any negative side effects that you may have will go away within a few months as your body gets used to being off the hormones.

If you’re really worried about the side effects of going off the ring, talk with your nurse or doctor. They may be able to give you more specific information about what to expect based on your personal medical history.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring
How safe is the birth control ring?,"Annovera and NuvaRing are safe for most people, but all medicines have some risks and side effects. Your doctor will help you figure out if the ring is safe for you.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-safe-nuvaring
Are Annovera and NuvaRing safe?,"There’s a good chance birth control rings will be totally safe for you — most people can use them with no problems. The hormones in the ring are the same ones in most birth control pills, and millions of people have used these hormones to safely prevent pregnancy for more than 50 years.

Who can’t use birth control rings?
Like all medicines, the ring isn’t for everyone.

Smoking and birth control rings don’t always mix. 

If you smoke 15 cigarettes a day or more, don’t use NuvaRing, Annovera, or any other kind of birth control that has the hormone estrogen. 
If you smoke fewer than 15 cigarettes a day or vape nicotine at all, talk with your nurse or doctor about whether the birth control ring is safe for you. 
Smoking while taking birth control with estrogen (like combination pills, the patch, or the ring), makes you more likely to have problems like a stroke or heart attack.

If you’re a regular smoker, you can safely use any other method without estrogen — like progestin-only pills, the birth control shot, the birth control implant, and IUDs.

Also avoid using the ring if you’ve had any of these health problems:

blood clots, an inherited blood-clotting disorder, or vein inflammation

breast cancer

heart attack, stroke, angina, or other serious heart problems

migraine headaches with aura (seeing flashing, zigzag lines)

uncontrolled high blood pressure

very bad diabetes or liver disease

Talk with your doctor or nurse about your health history.  They can help you decide if the ring is right for you.

NuvaRing and Annovera rings are latex-free, so they’re safe for people with latex allergies.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-safe-nuvaring
"What are the risks of NuvaRing and Annovera?
","Even though birth control rings are very safe, using a form of birth control that has estrogen can slightly increase your risk of certain health problems. This isn't common and complications are rare, but they can be serious. Annovera and NuvaRing risks include heart attack, stroke, blood clots, and liver tumors. In very rare cases, they can lead to death.

When you talk with your doctor about birth control, tell them about any medicines you’re taking and any health problems you’ve had.

There’s a very small chance that you can get pregnant even if you always use the ring correctly. But if you do get pregnant and accidentally use the ring during the early part of your pregnancy, it won’t increase the chances of birth defects.

It’s important to remember that the chance of having any of these problems while using the ring is really, really low for most people. In fact, pregnancy is more likely to cause serious health problems than birth control like the ring. Your doctor or nurse can help you figure out which birth control method will be safest for you.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-safe-nuvaring
What warning signs should I know about?,"Most people using the ring won’t have any problems at all. But just in case, it’s good to know what the signs of a serious issue are.

See a doctor or nurse right away if you have:

sudden back/jaw pain along with nausea, sweating, or trouble breathing

chest pain or discomfort

achy soreness in your leg

trouble breathing

severe pain in your belly or stomach

sudden, very bad headache

headaches that are different, worse, or happen more often than usual

aura — (seeing flashing, zigzag lines)

yellowing of your skin or eyes

You can always call a nurse or doctor if you have questions or you’re worried about any health issues.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-safe-nuvaring
Is it safe to use birth control rings while breastfeeding?,"The estrogen in the ring may lower the amount and quality of your breast milk in the first 3 weeks of breastfeeding. If you’re nursing, wait at least 3 weeks after giving birth to start using the ring.

Your breast milk will contain traces of the ring's hormones, but it’s not likely that these hormones will have any effect on your baby. Talk with your nurse or doctor if you have any concerns about breastfeeding and birth control.
",
How do I put in and take out the vaginal ring?,"It’s easy to put in the ring:

Check the expiration date on the package. If the expiration date has already passed, don’t use that ring.  

Wash your hands with soap and water

Take the ring out of the wrapper or case
If you’re using Annovera, wash your ring with mild soap and lukewarm water, then pat it dry with a clean cloth towel or paper towel. Do this every time you put in your Annovera ring. 

Squeeze the sides of the ring together with your fingers and gently push it deep into your vagina.

Don’t worry about the exact placement of the ring in your vagina — if you can’t feel it when you’re walking around, it’s in correctly. If the ring feels uncomfortable, try pushing it in deeper or moving it around in your vagina with your finger. The ring can't get lost in your vagina or be in too deep. You can leave your ring in during sex or any other kind of physical activity.
When it’s time to take your ring out, just hook your finger through the ring and gently pull it out of your vagina. 

If you’re using Annovera, wash your ring with mild soap and lukewarm water, pat it dry with a clean cloth towel or paper towel, and store it in its case at room temperature, away from kids and pets.

Once you’re done with your ring, put it in its case or foil wrapper and throw it in the trash. You can also wrap it in toilet paper, but using the case or foil wrapper is better for the environment because it helps keep any hormones that are left in the ring from getting into the soil and water. Don’t flush the ring down the toilet.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
How do I use Annovera? ,"One Annovera ring has enough hormones in it to last for 13 cycles (1 year).

Using Annovera is simple: keep the ring in your vagina for 3 weeks (21 days), and then take it out for 1 week (7 days) — this ring-free week is usually when you’ll get your period. After 7 ring-free days, put your Annovera ring back in your vagina for the next 21 days.

Take out your ring and put it back in on the same day of the week every time. For example, if you put your ring in on a Sunday, take it out 3 weeks later on a Sunday. Then put it back in 7 days later on the following Sunday. So your “insertion day” and “removal day” will always be a Sunday.

It’s okay if you’re still bleeding or spotting when it’s time to put your ring back in — that’s normal. You can safely use tampons, menstrual cups, and pads with your Annovera ring in. Just be careful not to pull the ring out when you remove a tampon or menstrual cup.

Wash your Annovera ring with mild soap and lukewarm water anytime you take it out of your vagina and before you put it back in. Annovera comes with a case you can keep it in whenever it’s not in your body. Store Annovera away from extreme temperatures, pets, and kids. Don’t keep your Annovera ring in the refrigerator. 

As long as you start using Annovera on or before the expiration date on the package, it will last for 1 year after you put it in your vagina.

",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
How do I use NuvaRing?,"One NuvaRing has enough hormones in it to last for up to 5 weeks. You have a few different options for ring schedules, and you can choose to get a period or choose to skip it. All of these schedules work just as well to prevent pregnancy.

If you want to get your period:

Wear a ring for 3 weeks (21 days), 4 weeks (28 days), or 5 weeks (35 days). Then take it out for the next week (7 days) — that’s when you’ll get your period. After 7 ring-free days, put in a new ring.

Take out your old ring and put a new one in on the same day of the week every time. For example, if you put a new ring in on a Sunday, take it out 3, 4, or 5 weeks later on a Sunday. Then put a new ring in 7 days later on the following Sunday. So your “removal day” and “new ring day” will always be a Sunday.

It’s okay if you’re still bleeding or spotting when it's time to put in a new ring — that’s normal. You can safely use tampons, menstrual cups, and pads with your NuvaRing in (just be careful not to pull the ring out when you remove a tampon or menstrual cup).

If you want to skip your period:

Skipping your period with NuvaRing is safe and super easy. Just keep the ring in your vagina at all times, and swap it out for a new one every 3-5 weeks. You can do this 2 ways:

Pick a date and always change your ring on that date. So if you put your first ring in on the 15th of the month, you always change your ring on the 15th of every month. (It’s ok that some months are longer than others.)

Wear the ring for 3 weeks (21 days), 4 weeks (28 days), or 5 weeks (35 days). Then take out your old ring and put in a new ring. Change your ring on the same day of the week every time — so if you put your ring in on a Monday, change it every 3, 4, or 5 weeks on a Monday.

You may have some bleeding or spotting when you use the ring to skip your period — that’s totally normal. If you skip your period week every month, the spotting should go away after several months.

There’s nothing dangerous or harmful about using NuvaRing to skip your period. And it comes in really handy if you want a special occasion (like a vacation or a hot date) to be period-free.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
When can I start using the birth control ring?,"You can start using the birth control ring as soon as you get it — any day of the week, and anytime during your menstrual cycle. But depending on when you start the ring, you may need to use backup birth control (like condoms) for the first 7 days.

If you put your first ring in within 5 days after your period starts, it will start working right away. For example, if you get your period Monday morning, you can start using the ring anytime until Saturday morning and be protected from pregnancy right away.

If you start using the ring at any other time in your cycle, it needs to be in your vagina for 7 days before it will start protecting you from pregnancy. Use another method of birth control — like a condom — if you have vaginal sex during your first week on the ring.

Starting the ring after taking emergency contraception:

If you took a levonorgestrel emergency contraception pill (like Plan B or other over-the-counter brands), you can start using the ring right away.

If you recently took the ella emergency contraception pill, don’t start using the ring until it’s been 6 days or more since you had unprotected sex.

If you start using the ring after taking any emergency contraception pill — like Plan B or ella — use a backup birth control method (like condoms) for 7 days.

Starting the ring after pregnancy:

You can get pregnant again shortly after being pregnant, so talk with your nurse or doctor about starting your birth control as soon as you can.  

You can start using the ring right after an abortion or miscarriage. In general, you can start using the ring 3 weeks after giving birth (but wait 3 weeks whether you're breastfeeding or not). Read more about breastfeeding and the ring.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
Do I have to take the ring out during sex?,"Nope. In fact, it’s best to leave the ring in your vagina as much as possible. NuvaRing and Annovera are made to be worn all the time, including during sex. If it bothers you or your partner, try moving the ring around until it feels comfortable.

If you do take the ring out during sex, rinse it in lukewarm (not hot) water and put it back in when you’re done. Just make sure you remember to put it back in as soon as you can. 

If you leave an Annovera ring out of your vagina for more than 2 hours at a time, or at different times that add up to more than 2 hours total during the 21 days you’re supposed to have it in, you won’t be protected from pregnancy.

If you leave a NuvaRing out of your vagina for more than 2 days during the weeks you’re supposed to wear it, you won’t be protected from pregnancy.

If your ring has been out of your vagina for too long, use a backup birth control method (like condoms) until the ring has been in your vagina for 7 days in a row.

Don’t use lube that has oil or silicone in it while the ring is in your vagina. Water-based lubes are safe to use. Don’t use the birth control gel Phexxi with the birth control ring. 

",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
How should I store my rings?,"You can store NuvaRings at room temperature away from direct sunlight for up to 4 months. After 4 months, keep your NuvaRings in the refrigerator. Read the storage instructions on the package, and always check the expiration date before putting in a new NuvaRing.

The Annovera ring comes with a small case you can keep it in when it’s not in your vagina. Store Annovera at room temperature and away from kids and pets. Don’t put Annovera in the refrigerator. If you start using Annovera on or before the expiration date on the package, it will last for 1 year (13 cycles) after you put it in your vagina.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
What do I do if I want to get pregnant?,"If you decide you want to get pregnant, just take your ring out and throw it away.

It’s possible to get pregnant right after you stop using the ring. It can take a few months for your period to go back to the cycle you had before you started using it. But it’s still possible to get pregnant during that time, even if your period isn’t regular or you haven’t gotten your period yet since you stopped using the ring.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
Can I use the NuvaRing if I'm breastfeeding?,"You can use NuvaRing or Annovera if you’re breastfeeding. But wait at least 3 weeks after you give birth to start using the ring if you’re breastfeeding.

The estrogen in the ring may lower the amount and quality of breast milk in the first 3 weeks of breastfeeding. If you use the ring after that time, your breast milk will have a little bit of the ring’s hormones in it — but these hormones aren’t likely to have any effect on your baby. 

Talk with your nurse or doctor if you have any questions about what types of birth control are safe to use while breastfeeding.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
"What do I do if I forget to change my birth control ring, or it's out for too long?
","If you’re using NuvaRing: 
Here’s a handy tool to help you figure out what to do if something goes wrong. If you’ve already had sex in the last 5 days since making a ring mistake, you may want to use emergency contraception.

If you’re using Annovera and you:

Leave the Annovera ring out of your vagina for more than 2 hours at one time

Leave the Annovera ring out of your vagina at different times that add up to more than 2 hours total during the 21 days you’re supposed to have it in

Don’t put the Annovera ring back in your vagina on time after your ring-free week

Wash the ring with soap and water and put it back in as soon as you can. Then use a backup birth control method (like condoms) until the ring has been back in your vagina for 7 days in a row. If you’ve already had sex in the last 5 days since making a ring mistake, you may want to use emergency contraception.

If you leave Annovera in your vagina for more than 21 days, that’s OK. Just take it out for 7 days as soon as you can and restart your normal schedule — after 7 ring-free days, put the ring back in for 21 days, and repeat. You don’t need backup birth control or emergency contraception.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
"How much does the birth control ring cost?
","Prices vary depending on whether you have health insurance, or if you qualify for Medicaid or other programs that cover the cost of the birth control ring.

One NuvaRing lasts for up to 5 weeks, and can cost anywhere from $0-$200. One Annovera ring lasts for 1 year and can cost anywhere from $0-2200. That’s a pretty wide range, but the good news is birth control rings are totally free with most health insurance plans or if you qualify for some government programs. You may also be able to get the birth control ring at low-cost from your local Planned Parenthood health center.

You may also need to pay for an appointment with a doctor or nurse to get a prescription for the ring. This visit can cost anywhere from $35–$250. But most insurance plans cover doctor’s visits that are related to birth control. Learn more about health insurance and birth control.

If you’re worried about cost, check with your local Planned Parenthood health center to find out if they can hook you up with birth control that fits your budget.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
How can I get the birth control ring for free?,"There’s a good chance you can get low-cost or free birth control rings if you have health insurance. Because of the Affordable Care Act (aka Obamacare), most insurance plans must cover all methods of birth control with little or no cost to you, including the ring. Your health insurance provider can tell you how much it will cost, and your doctor may also be able to help you get your birth control covered by health insurance. Learn more about health insurance and affordable birth control.

If you don’t have health insurance, you’ve still got options. Depending on your income and documentation status in the U.S., you could qualify for Medicaid or other government programs that can help you pay for birth control and other health care.

Planned Parenthood works to provide services you need, whether or not you have insurance. Most Planned Parenthood health centers accept Medicaid and health insurance. And many charge less depending on your income. Contact your local Planned Parenthood health center for more information.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
Where can I get the ring?,"You need a prescription for the birth control ring. You can get a prescription from a doctor or nurse at a doctor’s office, health clinic, or your local Planned Parenthood health center. In a few states, you can even get a prescription through the Planned Parenthood Direct app or directly from a pharmacist.

During your visit, a nurse or doctor will talk with you about your medical history, check your blood pressure, and give you whatever exams you may need. Most people don’t need pelvic exams in order to get the birth control ring. Your nurse or doctor will help you decide what’s right for you based on your medical history.

You may be able to get your birth control ring right away during your appointment. Or you’ll get a prescription from the nurse or doctor, and you’ll go pick up your ring at a drugstore or pharmacy.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
"What are the benefits of the birth control ring?
","The ring is an effective way to prevent pregnancy.
If you follow the instructions and use birth control rings the right way, they give you great protection against pregnancy.

Just put your ring in on time, every time. And make sure it’s in your vagina when it’s supposed to be. That’s all you have to do. You can use our birth control reminder app to keep you on schedule.

You can use condoms along with the ring to get extra protection from pregnancy. Bonus: condoms also help protect against STDs.

The ring is convenient.
Using the birth control ring is easy and convenient. It’s great for people who don’t want to deal with taking a pill every day, or who don’t want to use birth control that you have to think about right before you have sex.

Depending on how you use it, you only have to think about your ring once or twice a month, when you’re inserting and removing it. But always remembering to put a new ring in on time can be hard. Use our birth control reminder app to keep you on schedule.

The ring is birth control you don’t have to think about during sex. If you use the ring correctly, you’re protected from pregnancy all day, every day. Many people say the ring makes their sex lives better because they don’t have to worry about birth control or pregnancy during sex.

You need a prescription from a nurse or doctor to get the ring. But depending on where you live, you might be able to get a prescription online or through a telehealth visit.

If you use NuvaRing, you may be able to pick up several rings at once or have them mailed to you every month. And Annovera is extra convenient because 1 ring lasts for 1 year — that means you only need to worry about getting your birth control once a year.

The ring can make your periods better.
Lots of people like the birth control ring because it makes their periods regular and easy to predict. The hormones in the ring can also help with menstrual cramps and make your period lighter.

You can also use NuvaRing to safely skip your period, which is totally convenient for people who want a special occasion to be period-free, or just don’t want a visit from Aunt Flo every month.

The birth control ring has health benefits.
Side effects aren’t always a bad thing, and the ring isn’t just for birth control. The ring has many perks besides pregnancy prevention.

The ring can help prevent or lessen:

acne

bone thinning

cysts in your breasts and ovaries

ectopic pregnancy

endometrial and ovarian cancers

serious infections in your ovaries, fallopian tubes, and uterus

iron deficiency (anemia)

PMS (premenstrual syndrome) 

You can keep track of any potential side effects with our birth control app.

You can get pregnant right away when you stop using the ring.
Many people who use birth control want to have kids when the time is right. One of the great things about the birth control ring is you can get pregnant soon after you stop using it.

After you stop using the ring, it usually takes 1-2 months for your periods to return to the cycle you had before you started using it. Once in a while, people have irregular periods or no periods at all for a few months. This is more likely if your periods were irregular before you started using the ring.

Even if your period doesn’t come back right away, it’s still possible to get pregnant when you’re not using the ring. So if you’re going off the ring but don’t want to get pregnant, start using another birth control method right away.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
What are the disadvantages of the birth control ring?,"You have to stay on schedule.
It’s really important to always put your ring in on time, or you might not be protected from pregnancy. Using our birth control app, setting a reminder, or marking your calendar can help you stay on schedule.

If you have a really busy life and think you won’t stay on top of your ring schedule, check out other birth control methods like IUDs or the implant that are super low-maintenance and almost impossible to mess up. Explore different birth control methods to find the method that’s best for you.

There can be negative side effects.
Like with all medicines, the birth control ring can have some side effects. But most usually go away after 2 or 3 months. Many people use the ring with no problems at all. You can keep track of any side effects with our app.

The most common side effects are spotting or bleeding between periods, sore breasts, nausea, or headaches. But these usually go away after 2 or 3 months, and they don’t happen to everyone who uses the ring. You may also have a little extra vaginal wetness when using the ring. 

Birth control shouldn’t make you feel sick or uncomfortable. Luckily, there are many different types of birth control, so you’ve got options. If you keep having side effects that bother you after using the ring for 3 months, talk with your nurse or doctor about trying another birth control method. But don’t stop using the ring without starting a new method if you can, or you won’t be protected from pregnancy.

There can be some rare but serious risks.
Serious problems from using the ring are very rare. People using birth control that has estrogen, like the birth control ring, have a slightly higher chance of having a few rare but dangerous problems than people who don’t use birth control with hormones. Read more about birth control ring safety.

For more information about side effects and risks, talk with your nurse or doctor or read the package insert that came with your birth control ring.",https://www.plannedparenthood.org/learn/birth-control/birth-control-vaginal-ring-nuvaring/how-do-i-use-nuvaring
"What is the birth control patch?
","The transdermal contraceptive patch is a safe and convenient birth control method that works really well if you always use it correctly. You wear the patch on certain parts of your body, and it releases hormones through your skin that prevent pregnancy. The patch has lots of other health benefits, too.

There are two brands of birth control patches available in the U.S.: the Xulane patch and the Twirla patch.

",https://www.plannedparenthood.org/learn/birth-control/birth-control-patch
How does the birth control patch work?,"The birth control patch prevents pregnancy by stopping sperm from joining with an egg (which is called fertilization). 

Like most birth control pills, the patch has the hormones estrogen and progestin — these are similar to the hormones our bodies make naturally. The hormones in the patch stop ovulation. No ovulation means there’s no egg hanging around for sperm to fertilize, so pregnancy can’t happen. The patch’s hormones also thicken the mucus on your cervix. This thicker cervical mucus blocks sperm so it can’t swim to an egg — kind of like a sticky security guard.

You wear the Xulane or Twirla patch on your belly, butt, or back. You can also wear the Xulane patch on the outer part of your upper arm. The hormones in the patch go into your body through your skin.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-patch
How do I make the patch work best for me?,"To get the patch’s full birth control powers, you have to use it correctly. Making a mistake — like forgetting to refill your prescription or not putting on a new patch on time — is the main reason why people might get pregnant when they’re using the patch.

Here are some tips to help you stay on schedule:

Note your patch change days on your calendar.

Be patch buddies with friends or family members who also use the patch, and help each other remember.

Your partner can help remind you.

It’s also important to store and use your patch correctly:

Keep your replacement patches in the same place so you don’t lose them.

Store your patches at room temperature, and away from direct sunlight. Don’t store them in the refrigerator or freezer. Keep each patch sealed in its pouch until right before you put it on.

Check your patch once a day to make sure it’s still sticking to your skin correctly.

Don’t put your patch in a place where it can be rubbed by tight clothes (like the waistband of your pants or underwear).

Make sure the skin where you’re going to put the patch is clean and dry. Don’t use lotion, oils, creams, powder, or makeup on your patch area.

Bottom line: do whatever works for you to make sure you use your patch correctly all the time.

Want to be extra super-duper sure you don’t accidentally get pregnant? You can use a condom with the patch every time you have penis-in-vagina sex. That way you’ll be protected from STDs, too.

",https://www.plannedparenthood.org/learn/birth-control/birth-control-patch
Does the patch protect against STDs?,"Nope. The patch is really good at preventing pregnancy, but it won’t protect you from sexually transmitted infections.

Using condoms every time you have sex really lowers your chances of getting or spreading STDs. Condoms also protect against pregnancy — so using condoms and the patch together gives you awesome pregnancy-preventing power.",https://www.plannedparenthood.org/learn/birth-control/birth-control-patch
How effective is the birth control patch?,"If you use it perfectly, the patch is 99% effective. But people aren’t perfect, and it can be easy to make a mistake — so in reality, the patch is about 93% effective. That means about 7 out of 100 patch users get pregnant each year.

The better you are about using your patch correctly, the better it will work. Your chances of getting pregnant on the patch depend on how well you follow the directions for using it. But there’s a very small chance that you could still get pregnant, even if you always use the patch perfectly.

Make sure you always stay on schedule with your patches. Only put the patch on clean, dry skin. And check your patch every day to make sure the edges are sticking to your skin. 

If the patch gets loose, you can put it back on as long as it’s sticky enough to stay all the way on your skin — if the patch won’t stick anymore, throw it away and put on a new patch.

Don’t try to put a patch back on if:

It isn’t sticky enough to stay all the way on.
It gets stuck to itself or something else.
It fell all the way off your skin.
Don’t use tape or other materials to stick a non-sticky patch back on your skin. If a patch doesn’t stick to your skin by itself, it won’t work — put on a new patch right away.

If it’s been more than 1 day (for Twirla), or 2 days (for Xulane) since your patch came loose, put on a new patch right away. 

Read more about what to do if your patch falls off.

If you often forget or misplace things, you may want to use another method that you don’t have to remember to change every week, like the IUD, implant, or shot. They’re easier to use and better at preventing pregnancy. But if you decide the patch is right for you, make sure you always put your new patch on on time so it works as well as possible. ",https://www.plannedparenthood.org/learn/birth-control/birth-control-patch/how-effective-is-the-birth-control-patch
What makes the patch less effective?,"The main thing that makes the patch not work is not using it correctly. That means you’re more likely to get pregnant if you don’t put on a new patch every week on schedule, or if the patch falls off for more than 1 or 2 days, depending on which patch you’re using — 1 day (24 hours) for Twirla, and 2 days (48 hours) for Xulane.

Some medicines or supplements can also make the patch less effective:

• The antibiotics Rifampin, Rifampicin, and Rifamate (other antibiotics don’t make the patch less effective)

• The antifungal Griseofulvin (other antifungals don’t make the patch less effective)

• Certain HIV medicines

• Certain anti-seizure medicines (these are sometimes also used to treat psychiatric disorders like bipolar disorder)

• The herb St. John’s Wort

Use condoms as a backup method if you’re taking any of these medicines while you’re on the patch. Switch to a different type of birth control if you’ll be taking them for a long time.

The patch may not work quite as well to prevent pregnancy if you have a higher weight. Your nurse or doctor can help you decide if there’s any reason the patch won’t work well for you.

If you swim a lot or spend lots of time in water, it’s a good idea to check your patch often to make sure it's still sticking.
",https://www.plannedparenthood.org/learn/birth-control/birth-control-patch/birth-control-patch-side-effects
